Day,Date,City,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
49410,2010-01-02,Oran,24.4,29.9,15.0,7.0,2.9,NE,35.0,NE,NE,17.0,17.0,96.0,75.0,1011.8,1008.2,8.0,6.0,24.6,29.2,Yes,Yes
49411,2010-01-03,Setif,24.4,30.1,29.0,3.2,4.7,ENE,31.0,SE,NE,13.0,20.0,79.0,65.0,1010.9,1007.9,7.0,6.0,28.0,29.1,Yes,No
49412,2010-01-04,Algiers,25.0,30.8,0.6,6.0,10.5,NE,35.0,NE,ENE,9.0,26.0,74.0,60.0,1010.2,1008.7,5.0,4.0,28.7,30.1,No,Yes
49413,2010-01-05,Algiers,24.7,30.8,3.8,8.4,8.2,ENE,39.0,ESE,NE,13.0,24.0,90.0,69.0,1012.0,1009.3,7.0,3.0,26.0,30.1,Yes,Yes
49414,2010-01-06,Batna,25.1,31.3,1.2,8.4,10.7,ENE,35.0,E,ENE,17.0,28.0,69.0,66.0,1010.9,1008.7,7.0,6.0,29.7,30.2,Yes,No
49415,2010-01-07,Sidi Bel Abbes,25.3,32.0,0.6,7.6,10.3,ENE,30.0,,ENE,0.0,22.0,70.0,59.0,1009.7,1006.0,7.0,3.0,28.5,31.5,No,Yes
49416,2010-01-08,Skikda,23.3,30.4,32.0,9.0,3.1,SE,46.0,WSW,ENE,7.0,17.0,77.0,72.0,1010.2,1007.3,7.0,7.0,27.2,29.0,Yes,Yes
49417,2010-01-09,Sidi Bel Abbes,24.3,29.1,6.8,5.6,0.9,ESE,54.0,ESE,SE,31.0,31.0,75.0,71.0,1011.5,1009.9,7.0,7.0,27.0,27.7,Yes,Yes
49418,2010-01-10,Setif,23.8,31.2,3.8,5.0,7.2,ESE,56.0,SE,E,22.0,30.0,63.0,63.0,1011.9,1009.2,3.0,5.0,28.6,30.3,Yes,No
49419,2010-01-11,Blida,22.2,31.0,0.6,8.0,10.6,ENE,48.0,ESE,E,26.0,35.0,56.0,57.0,1011.0,1008.8,1.0,6.0,28.3,30.1,No,No
49420,2010-01-12,Oran,23.2,31.4,0.0,8.8,10.2,SE,46.0,ESE,E,19.0,31.0,65.0,59.0,1010.9,1008.2,6.0,1.0,28.1,30.4,No,No
49421,2010-01-13,Batna,23.8,31.2,0.2,9.8,10.9,ENE,43.0,SE,ENE,15.0,28.0,68.0,65.0,1011.9,1009.4,7.0,5.0,28.1,29.5,No,No
49422,2010-01-14,Bejaia,23.9,30.9,0.0,9.0,12.1,NE,33.0,ESE,ENE,13.0,24.0,67.0,63.0,1011.3,1008.4,3.0,1.0,28.8,30.0,No,No
49423,2010-01-15,Constantine,24.8,32.7,0.0,9.0,11.6,ENE,41.0,SE,ENE,17.0,28.0,64.0,61.0,1010.3,1007.0,4.0,2.0,29.0,31.7,No,No
49424,2010-01-16,Skikda,25.3,32.8,0.0,10.2,9.6,NE,37.0,SSW,ENE,13.0,30.0,63.0,69.0,1008.9,1005.7,6.0,5.0,29.7,31.1,No,No
49425,2010-01-17,Batna,24.6,32.6,1.0,7.6,9.8,ENE,35.0,WNW,ENE,7.0,28.0,74.0,61.0,1008.3,1004.6,5.0,4.0,28.6,31.2,No,No
49426,2010-01-18,Annaba,26.4,33.2,0.0,8.0,8.1,N,33.0,NW,N,4.0,20.0,68.0,70.0,1006.4,1003.2,4.0,7.0,30.3,31.3,No,No
49427,2010-01-19,Annaba,27.0,33.8,0.0,7.2,9.1,NNW,30.0,NE,NE,15.0,13.0,72.0,65.0,1006.7,1004.2,2.0,7.0,30.7,32.2,No,No
49428,2010-01-20,Sidi Bel Abbes,27.8,33.0,0.0,8.6,6.3,ENE,37.0,ESE,NE,19.0,26.0,68.0,65.0,1009.1,1006.2,7.0,3.0,30.6,31.5,No,No
49429,2010-01-21,Constantine,26.4,34.0,0.0,9.2,10.1,ENE,43.0,ESE,ENE,24.0,30.0,59.0,60.0,1009.8,1006.0,6.0,5.0,30.5,32.0,No,No
49430,2010-01-22,Annaba,25.6,31.5,0.0,11.0,0.9,E,46.0,SSE,E,15.0,31.0,63.0,64.0,1009.6,1007.3,7.0,7.0,28.2,30.1,No,No
49431,2010-01-23,Oran,26.2,33.3,0.2,6.8,3.9,SE,44.0,SE,ENE,22.0,17.0,63.0,70.0,1008.7,1004.9,7.0,7.0,29.4,30.0,No,Yes
49432,2010-01-24,Skikda,24.8,32.0,1.6,8.2,3.9,ESE,74.0,SE,ESE,20.0,43.0,81.0,67.0,1005.1,1001.9,7.0,6.0,27.0,30.8,Yes,Yes
49433,2010-01-25,Bejaia,24.8,29.3,68.6,,0.3,ENE,59.0,E,NE,35.0,33.0,97.0,81.0,1005.5,1004.7,8.0,8.0,26.3,28.7,Yes,Yes
49434,2010-01-26,Batna,24.8,28.9,45.8,6.8,0.0,NNE,48.0,ESE,NNE,19.0,13.0,91.0,95.0,1007.8,1005.7,7.0,8.0,26.5,25.6,Yes,Yes
49435,2010-01-27,Constantine,24.4,28.6,40.8,1.0,0.3,E,46.0,ESE,WNW,9.0,15.0,85.0,98.0,1008.2,1005.8,7.0,8.0,28.0,25.1,Yes,Yes
49436,2010-01-28,Bejaia,24.4,25.9,81.2,,0.4,ESE,35.0,SE,ESE,20.0,17.0,93.0,91.0,1008.3,1006.5,8.0,8.0,25.0,24.9,Yes,Yes
49437,2010-01-29,Setif,24.0,26.8,50.6,3.8,0.0,ESE,44.0,NNE,SE,2.0,13.0,96.0,98.0,1007.4,1005.6,8.0,8.0,24.9,25.0,Yes,Yes
49438,2010-01-30,Sidi Bel Abbes,23.1,29.1,78.4,3.2,0.0,NNE,81.0,E,NE,35.0,39.0,84.0,93.0,1004.1,999.8,8.0,8.0,26.6,26.5,Yes,Yes
49439,2010-01-31,Setif,24.4,31.7,77.8,,8.0,N,65.0,NNW,N,24.0,24.0,82.0,69.0,1000.0,996.6,7.0,7.0,28.5,30.7,Yes,No
49440,2010-02-01,Annaba,24.5,31.7,0.2,6.2,9.2,NNW,37.0,NNW,NNW,19.0,15.0,66.0,57.0,1000.3,997.1,4.0,6.0,27.7,31.1,No,No
49441,2010-02-02,Sidi Bel Abbes,25.0,33.2,0.0,6.8,12.1,NNW,28.0,NNW,N,19.0,15.0,60.0,51.0,1001.2,998.6,3.0,5.0,29.3,32.4,No,No
49442,2010-02-03,Oran,24.4,33.0,0.0,6.6,12.2,NNE,26.0,,N,0.0,19.0,57.0,53.0,1004.8,1001.8,1.0,6.0,29.8,32.3,No,No
49443,2010-02-04,Algiers,26.5,33.3,0.0,7.6,11.3,NE,26.0,ENE,NNE,7.0,13.0,77.0,69.0,1007.4,1004.9,4.0,5.0,30.4,32.8,No,No
49444,2010-02-05,Oran,25.5,32.3,0.4,7.8,10.7,ENE,31.0,,ENE,0.0,24.0,69.0,71.0,1008.6,1005.3,1.0,2.0,29.9,31.2,No,Yes
49445,2010-02-06,Blida,26.7,32.7,1.8,8.0,11.4,SW,37.0,ENE,NE,9.0,19.0,71.0,71.0,1010.1,1006.7,5.0,3.0,29.4,31.3,Yes,Yes
49446,2010-02-07,Setif,24.4,31.6,2.8,8.0,8.8,ESE,44.0,SE,NE,11.0,22.0,78.0,69.0,1011.8,1009.1,5.0,7.0,28.2,30.5,Yes,No
49447,2010-02-08,Sidi Bel Abbes,26.1,32.0,0.6,7.2,9.6,ENE,33.0,NE,ENE,11.0,19.0,68.0,64.0,1012.2,1009.9,7.0,6.0,29.9,31.6,No,No
49448,2010-02-09,Constantine,25.6,31.2,0.0,8.0,4.1,ENE,37.0,SE,ENE,15.0,13.0,75.0,69.0,1013.0,1010.9,7.0,7.0,28.4,29.9,No,Yes
49449,2010-02-10,Algiers,23.9,31.9,9.4,6.6,6.4,ENE,39.0,E,E,15.0,26.0,71.0,69.0,1013.8,1010.6,6.0,7.0,29.1,29.4,Yes,Yes
49450,2010-02-11,Skikda,25.3,31.2,1.6,7.4,4.6,SE,48.0,ESE,E,13.0,28.0,73.0,71.0,1012.8,1009.8,7.0,7.0,28.9,29.3,Yes,Yes
49451,2010-02-12,Algiers,23.0,29.7,29.8,6.0,2.6,ESE,37.0,ENE,SE,9.0,24.0,92.0,68.0,1012.6,1009.2,7.0,6.0,24.0,27.8,Yes,No
49452,2010-02-13,Batna,24.0,30.5,0.0,3.8,10.6,E,43.0,ESE,SE,15.0,26.0,72.0,69.0,1010.5,1007.8,4.0,6.0,28.9,29.3,No,Yes
49453,2010-02-14,Oran,24.5,31.3,6.4,7.4,8.6,ENE,31.0,S,NE,4.0,19.0,84.0,74.0,1009.4,1005.9,7.0,7.0,27.3,30.1,Yes,Yes
49454,2010-02-15,Batna,25.5,30.5,11.4,4.4,5.3,ENE,30.0,,ENE,0.0,20.0,94.0,80.0,1009.7,1006.2,7.0,7.0,26.0,29.8,Yes,Yes
49455,2010-02-16,Setif,26.0,30.5,2.2,3.4,0.5,N,28.0,NE,N,4.0,9.0,85.0,82.0,1010.0,1007.0,7.0,7.0,28.6,29.0,Yes,Yes
49456,2010-02-17,Annaba,24.9,30.4,18.2,2.6,4.3,NNE,28.0,SE,N,9.0,13.0,90.0,76.0,1008.7,1006.6,7.0,7.0,26.5,29.6,Yes,Yes
49457,2010-02-18,Blida,24.4,27.5,37.4,6.4,0.0,NW,39.0,SSW,ENE,11.0,11.0,96.0,88.0,1010.8,1008.6,8.0,8.0,25.4,26.8,Yes,Yes
49458,2010-02-19,Annaba,22.7,28.6,92.6,,1.1,ESE,41.0,SE,E,13.0,22.0,89.0,77.0,1012.5,1009.8,8.0,7.0,23.8,27.9,Yes,Yes
49459,2010-02-20,Constantine,23.6,31.0,3.0,5.8,9.5,ENE,41.0,SE,ENE,15.0,26.0,75.0,68.0,1012.4,1009.9,6.0,6.0,28.2,30.3,Yes,No
49460,2010-02-21,Sidi Bel Abbes,25.0,31.3,0.0,6.8,7.0,ESE,41.0,ESE,ENE,17.0,28.0,74.0,66.0,1013.5,1010.9,7.0,6.0,28.7,30.2,No,No
49461,2010-02-22,Setif,25.2,31.4,0.2,7.6,11.1,ENE,41.0,ESE,ENE,15.0,30.0,74.0,67.0,1014.4,1011.7,7.0,3.0,29.1,30.2,No,No
49462,2010-02-23,Bejaia,25.3,31.4,0.4,8.0,12.2,ENE,35.0,W,ENE,9.0,26.0,83.0,68.0,1014.0,1011.1,6.0,3.0,27.6,30.2,No,No
49463,2010-02-24,Skikda,24.8,31.6,0.4,7.4,10.5,NE,31.0,ENE,NE,9.0,20.0,69.0,67.0,1013.3,1010.4,2.0,3.0,29.4,30.3,No,Yes
49464,2010-02-25,Bejaia,25.2,31.7,4.8,7.0,10.6,ESE,54.0,ESE,NE,17.0,24.0,75.0,68.0,1013.0,1010.4,6.0,7.0,29.5,30.9,Yes,Yes
49465,2010-02-26,Setif,23.7,31.2,40.6,8.6,6.7,E,54.0,SE,ESE,33.0,30.0,81.0,76.0,1013.1,1009.8,7.0,7.0,26.6,29.2,Yes,Yes
49466,2010-02-27,Sidi Bel Abbes,23.7,28.8,48.6,7.4,0.2,NE,39.0,SSE,E,17.0,17.0,90.0,80.0,1012.4,1010.3,7.0,7.0,25.8,28.6,Yes,Yes
49467,2010-02-28,Constantine,23.2,30.1,88.6,,1.2,ENE,28.0,SE,NNE,13.0,17.0,91.0,82.0,1012.0,1009.7,7.0,7.0,26.0,27.5,Yes,Yes
49468,2010-03-01,Sidi Bel Abbes,25.0,30.4,4.0,2.8,3.5,N,33.0,NNE,N,9.0,17.0,85.0,77.0,1009.8,1005.4,7.0,8.0,27.7,29.8,Yes,Yes
49469,2010-03-02,Annaba,26.4,31.7,5.6,4.6,4.3,NNW,33.0,NW,N,11.0,22.0,83.0,69.0,1004.7,1001.4,7.0,7.0,29.2,30.9,Yes,No
49470,2010-03-03,Oran,25.8,32.6,0.0,4.0,10.4,NE,26.0,SW,N,6.0,15.0,69.0,62.0,1005.7,1002.7,4.0,6.0,29.9,31.9,No,Yes
49471,2010-03-04,Batna,25.4,32.3,11.4,7.4,10.9,WNW,26.0,W,N,7.0,13.0,72.0,59.0,1006.8,1004.4,5.0,6.0,30.2,31.9,Yes,No
49472,2010-03-05,Algiers,26.0,34.5,0.0,7.6,11.5,WSW,33.0,SSW,SW,17.0,20.0,60.0,35.0,1009.7,1005.9,3.0,3.0,29.4,34.1,No,No
49473,2010-03-06,Blida,24.1,34.6,0.0,7.2,12.0,S,35.0,SSW,S,13.0,15.0,55.0,38.0,1010.3,1006.6,1.0,3.0,29.8,33.7,No,No
49474,2010-03-07,Sidi Bel Abbes,24.3,33.8,0.0,6.6,11.5,NNE,26.0,,NE,0.0,17.0,67.0,44.0,1010.1,1006.3,1.0,2.0,30.8,33.2,No,No
49475,2010-03-08,Annaba,24.4,33.4,0.0,7.0,11.1,NNE,24.0,SSW,NE,2.0,17.0,68.0,61.0,1011.8,1009.0,3.0,3.0,30.4,32.0,No,No
49476,2010-03-09,Setif,25.5,31.8,0.0,8.0,2.2,ESE,43.0,S,E,9.0,24.0,67.0,78.0,1013.3,1010.5,6.0,7.0,29.0,27.9,No,Yes
49477,2010-03-10,Oran,23.8,29.8,9.6,4.4,1.0,ESE,35.0,SSW,E,9.0,17.0,93.0,74.0,1015.0,1012.6,7.0,7.0,25.1,28.8,Yes,No
49478,2010-03-11,Batna,24.7,31.7,0.2,3.2,8.7,SSE,59.0,SSE,ENE,20.0,30.0,67.0,59.0,1016.7,1014.3,3.0,4.0,28.3,30.9,No,Yes
49479,2010-03-12,Oran,22.7,31.1,8.4,7.4,6.9,SSE,61.0,SSE,ESE,22.0,22.0,62.0,52.0,1018.7,1015.9,2.0,5.0,27.6,30.8,Yes,Yes
49480,2010-03-13,Setif,22.6,28.2,2.0,7.2,2.1,SE,48.0,SSE,SSE,22.0,15.0,70.0,70.0,1017.8,1015.1,7.0,7.0,26.2,27.9,Yes,No
49481,2010-03-14,Skikda,22.0,30.6,0.8,5.4,5.2,SSE,50.0,S,SE,22.0,17.0,61.0,51.0,1016.7,1012.5,5.0,5.0,26.1,29.4,No,No
49482,2010-03-15,Bejaia,22.7,30.6,0.8,6.8,8.5,SE,48.0,SSE,SE,28.0,30.0,64.0,54.0,1016.0,1012.2,2.0,7.0,26.2,29.6,No,No
49483,2010-03-16,Setif,21.5,30.5,0.8,6.2,8.0,SSE,39.0,SSE,SSE,6.0,26.0,58.0,63.0,1014.4,1011.7,4.0,7.0,27.5,27.5,No,No
49484,2010-03-17,Oran,22.1,30.6,0.0,6.0,8.4,ESE,56.0,S,ESE,20.0,35.0,62.0,61.0,1015.3,1013.2,7.0,7.0,26.2,28.0,No,No
49485,2010-03-18,Skikda,21.9,29.9,0.0,7.6,3.5,SE,43.0,SSE,SE,22.0,24.0,80.0,56.0,1016.4,1012.6,8.0,7.0,22.8,29.2,No,No
49486,2010-03-19,Batna,22.4,31.9,0.0,6.8,4.7,ESE,43.0,SSW,SE,30.0,31.0,68.0,52.0,1014.3,1011.0,6.0,6.0,24.3,29.8,No,No
49487,2010-03-20,Setif,22.8,29.9,0.0,8.6,1.2,SSW,41.0,SSW,SSW,24.0,26.0,65.0,55.0,1012.5,1008.3,7.0,7.0,25.4,28.5,No,No
49488,2010-03-21,Constantine,23.7,30.1,0.8,6.4,0.2,WSW,52.0,NW,N,26.0,30.0,85.0,71.0,1007.1,1006.5,8.0,8.0,24.2,28.3,No,Yes
49489,2010-03-22,Bejaia,24.2,29.8,2.6,3.4,2.1,ESE,46.0,NE,ESE,13.0,22.0,87.0,89.0,1011.8,1009.8,6.0,8.0,28.2,27.2,Yes,Yes
49490,2010-03-23,Skikda,20.6,30.1,165.2,,3.7,ESE,41.0,SSW,ENE,9.0,28.0,83.0,69.0,1014.2,1011.4,7.0,6.0,25.3,28.9,Yes,Yes
49491,2010-03-24,Blida,22.2,30.1,1.2,4.6,7.6,ESE,50.0,SE,E,17.0,22.0,67.0,77.0,1014.8,1012.0,1.0,5.0,27.2,27.0,Yes,Yes
49492,2010-03-25,Algiers,22.4,30.0,2.4,5.4,7.7,ESE,52.0,SSE,E,15.0,31.0,71.0,67.0,1014.6,1012.7,6.0,7.0,26.7,28.6,Yes,No
49493,2010-03-26,Annaba,24.0,29.9,0.0,7.6,8.2,SE,46.0,ESE,ESE,26.0,30.0,66.0,59.0,1015.4,1013.3,7.0,7.0,27.8,28.8,No,No
49494,2010-03-27,Constantine,24.0,29.6,0.0,7.2,2.7,E,48.0,SE,ESE,19.0,28.0,73.0,67.0,1016.0,1012.5,7.0,7.0,26.2,27.8,No,No
49495,2010-03-28,Algiers,22.5,29.1,0.0,5.0,2.7,ESE,39.0,SE,E,11.0,24.0,71.0,67.0,1014.3,1010.7,7.0,7.0,26.3,28.3,No,No
49496,2010-03-29,Batna,24.6,30.0,0.0,5.0,8.0,ENE,46.0,ESE,ENE,22.0,30.0,78.0,69.0,1014.6,1012.2,7.0,7.0,27.1,29.1,No,No
49497,2010-03-30,Setif,23.6,30.0,0.2,6.4,9.0,ESE,35.0,ESE,ENE,20.0,26.0,75.0,64.0,1015.0,1012.2,7.0,6.0,27.5,29.0,No,Yes
49498,2010-03-31,Oran,23.0,27.6,2.6,6.2,0.0,ESE,39.0,ESE,E,15.0,22.0,84.0,76.0,1014.1,1010.8,7.0,7.0,25.5,27.1,Yes,Yes
49499,2010-04-01,Algiers,22.9,27.7,13.6,4.0,0.0,SE,28.0,SE,SSE,13.0,13.0,79.0,74.0,1013.8,1011.2,8.0,8.0,25.5,26.6,Yes,No
49500,2010-04-02,Setif,22.3,29.5,0.2,2.2,4.6,ESE,37.0,ESE,E,11.0,28.0,65.0,66.0,1013.1,1010.4,7.0,7.0,25.9,28.9,No,No
49501,2010-04-03,Batna,24.7,29.1,0.0,5.6,2.3,E,41.0,ESE,ESE,20.0,24.0,74.0,73.0,1013.0,1010.1,7.0,7.0,28.1,28.2,No,Yes
49502,2010-04-04,Oran,23.3,29.4,1.2,4.8,1.1,E,43.0,SE,E,20.0,28.0,78.0,61.0,1013.0,1010.0,7.0,7.0,25.8,28.9,Yes,No
49503,2010-04-05,Sidi Bel Abbes,23.0,29.6,0.0,6.2,4.1,ESE,46.0,ESE,E,22.0,28.0,75.0,69.0,1013.3,1010.6,7.0,7.0,26.2,28.1,No,Yes
49504,2010-04-06,Bejaia,23.7,26.9,2.4,5.4,2.2,ESE,43.0,SE,ENE,17.0,31.0,82.0,78.0,1015.9,1012.8,7.0,7.0,26.0,24.7,Yes,Yes
49505,2010-04-07,Skikda,21.5,29.3,2.2,2.6,10.4,NE,35.0,ESE,ENE,15.0,22.0,73.0,63.0,1017.5,1014.5,4.0,2.0,26.7,28.8,Yes,No
49506,2010-04-08,Skikda,22.1,29.7,0.0,5.6,11.0,ENE,33.0,SE,ENE,15.0,24.0,68.0,65.0,1018.0,1014.2,2.0,7.0,26.8,28.7,No,No
49507,2010-04-09,Algiers,21.9,29.6,0.0,5.8,10.9,NE,26.0,SE,ENE,9.0,19.0,74.0,63.0,1014.8,1010.3,4.0,2.0,27.5,28.8,No,No
49508,2010-04-10,Batna,20.4,29.8,0.0,5.4,10.8,NE,26.0,NNW,NE,2.0,11.0,80.0,65.0,1013.2,1009.8,2.0,5.0,26.0,28.9,No,No
49509,2010-04-11,Algiers,21.2,29.4,0.0,4.8,10.4,ENE,22.0,NW,N,7.0,11.0,77.0,65.0,1013.0,1010.3,2.0,3.0,26.4,29.0,No,No
49510,2010-04-12,Sidi Bel Abbes,22.4,30.3,0.0,5.8,10.6,NNW,22.0,W,NNW,7.0,15.0,78.0,61.0,1014.0,1010.1,4.0,4.0,26.8,29.3,No,No
49511,2010-04-13,Setif,23.3,31.3,0.0,4.6,5.3,S,30.0,WSW,ENE,9.0,17.0,73.0,78.0,1014.4,1011.3,3.0,7.0,27.6,27.8,No,Yes
49512,2010-04-14,Annaba,21.2,29.1,6.4,5.6,11.1,ENE,33.0,SE,NE,15.0,26.0,60.0,63.0,1016.1,1013.3,2.0,3.0,25.4,28.2,Yes,No
49513,2010-04-15,Blida,20.8,30.0,0.0,5.6,8.7,ENE,41.0,SE,ENE,15.0,24.0,66.0,62.0,1015.8,1012.7,3.0,3.0,26.4,28.9,No,No
49514,2010-04-16,Setif,21.6,30.2,0.0,7.2,10.2,E,46.0,SE,E,15.0,28.0,63.0,55.0,1016.4,1013.4,3.0,6.0,26.5,29.2,No,No
49515,2010-04-17,Oran,21.2,29.9,0.0,7.4,10.1,E,44.0,SSE,E,17.0,28.0,67.0,62.0,1016.7,1013.5,7.0,7.0,25.9,29.1,No,No
49516,2010-04-18,Algiers,22.2,29.2,0.0,6.2,3.9,ESE,50.0,SSE,ESE,17.0,30.0,64.0,60.0,1016.1,1012.6,7.0,7.0,27.2,29.0,No,No
49517,2010-04-19,Blida,22.4,26.0,0.4,5.8,0.1,SE,31.0,SSE,SSE,13.0,20.0,86.0,67.0,1014.9,1013.2,8.0,8.0,22.8,25.6,No,No
49518,2010-04-20,Sidi Bel Abbes,21.2,30.6,0.2,3.0,8.0,ESE,33.0,SSW,NE,17.0,20.0,65.0,67.0,1014.2,1010.7,2.0,6.0,25.9,27.7,No,No
49519,2010-04-21,Algiers,21.7,28.6,0.0,5.2,3.4,E,31.0,SSE,SSW,17.0,9.0,67.0,69.0,1013.7,1011.2,6.0,7.0,26.3,27.3,No,No
49520,2010-04-22,Sidi Bel Abbes,21.8,29.8,0.0,3.0,3.2,S,33.0,SSE,SE,20.0,13.0,67.0,62.0,1014.8,1011.6,7.0,7.0,26.4,28.6,No,No
49521,2010-04-23,Setif,23.8,29.9,0.0,4.6,3.1,E,41.0,SE,SE,15.0,24.0,69.0,61.0,1015.4,1011.5,7.0,7.0,26.4,29.0,No,No
49522,2010-04-24,Algiers,24.5,27.4,0.2,5.4,0.4,ESE,37.0,SSE,SE,19.0,17.0,88.0,85.0,1015.1,1012.4,8.0,7.0,24.6,25.7,No,Yes
49523,2010-04-25,Annaba,22.9,30.2,8.4,1.4,5.5,E,30.0,S,NE,11.0,17.0,73.0,75.0,1016.2,1013.1,7.0,6.0,27.1,28.5,Yes,No
49524,2010-04-26,Annaba,23.1,30.8,0.0,4.6,10.1,ENE,39.0,SE,ENE,9.0,28.0,73.0,61.0,1017.2,1014.7,4.0,4.0,27.5,29.8,No,No
49525,2010-04-27,Batna,22.1,30.3,0.0,6.6,8.8,ESE,37.0,ESE,ENE,19.0,22.0,70.0,68.0,1018.2,1015.8,3.0,7.0,27.0,28.7,No,No
49526,2010-04-28,Batna,23.4,26.7,0.0,5.8,0.2,ESE,31.0,ESE,ESE,17.0,17.0,77.0,70.0,1018.8,1017.6,8.0,8.0,25.4,26.0,No,No
49527,2010-04-29,Skikda,21.9,29.9,0.2,1.8,7.8,ENE,35.0,ESE,ENE,11.0,24.0,59.0,49.0,1019.6,1016.4,7.0,4.0,25.6,28.7,No,No
49528,2010-04-30,Setif,20.6,30.6,0.0,5.4,7.5,E,41.0,SSE,E,22.0,26.0,64.0,59.0,1019.0,1016.3,3.0,7.0,26.4,28.5,No,No
49529,2010-05-01,Bejaia,20.8,29.7,0.0,6.8,10.4,ESE,41.0,SE,ENE,17.0,28.0,62.0,51.0,1019.9,1017.7,4.0,4.0,26.6,28.5,No,No
49530,2010-05-02,Algiers,19.6,30.3,0.0,7.2,9.2,ENE,52.0,SE,E,19.0,35.0,60.0,52.0,1019.7,1016.5,4.0,6.0,26.4,28.6,No,No
49531,2010-05-03,Algiers,21.6,29.9,0.0,6.0,8.0,SE,48.0,SE,E,17.0,30.0,61.0,58.0,1018.4,1015.2,4.0,7.0,26.4,28.2,No,No
49532,2010-05-04,Constantine,22.9,29.9,0.0,6.8,8.9,E,41.0,SE,ENE,17.0,26.0,66.0,65.0,1016.8,1013.8,1.0,6.0,26.6,27.3,No,No
49533,2010-05-05,Annaba,21.3,29.7,0.0,8.0,7.7,ENE,31.0,S,ENE,4.0,24.0,74.0,59.0,1015.7,1013.5,7.0,7.0,25.5,27.7,No,No
49534,2010-05-06,Batna,17.9,31.8,0.0,5.4,10.6,ESE,44.0,NW,ENE,4.0,24.0,63.0,49.0,1015.8,1012.8,1.0,2.0,26.1,29.1,No,No
49535,2010-05-07,Skikda,18.0,30.0,0.0,7.0,10.9,SE,41.0,SE,ENE,22.0,26.0,54.0,32.0,1016.2,1013.0,1.0,1.0,25.2,28.5,No,No
49536,2010-05-08,Batna,16.2,29.3,0.0,7.2,8.8,E,46.0,SW,ENE,9.0,31.0,51.0,52.0,1015.9,1012.5,2.0,2.0,24.1,27.7,No,No
49537,2010-05-09,Skikda,16.0,27.3,0.0,6.4,4.4,SE,41.0,SSW,SE,9.0,22.0,47.0,65.0,1015.3,1011.9,2.0,7.0,24.2,24.2,No,No
49538,2010-05-10,Annaba,18.2,29.4,0.2,5.6,8.8,ENE,41.0,SE,E,17.0,22.0,60.0,55.0,1015.0,1011.8,5.0,6.0,24.8,27.1,No,No
49539,2010-05-11,Sidi Bel Abbes,18.5,29.3,0.0,6.4,5.1,ENE,33.0,SE,NE,11.0,20.0,63.0,63.0,1014.6,1012.1,6.0,6.0,25.2,27.5,No,No
49540,2010-05-12,Annaba,20.1,28.3,0.0,3.0,2.2,ENE,33.0,SSW,SE,9.0,11.0,65.0,64.0,1015.3,1013.2,7.0,7.0,24.5,25.7,No,No
49541,2010-05-13,Blida,18.9,29.1,0.0,2.8,9.6,ENE,41.0,N,ENE,2.0,30.0,61.0,45.0,1017.3,1013.9,2.0,1.0,23.9,28.0,No,No
49542,2010-05-14,Oran,18.0,28.0,0.0,7.2,10.2,NE,37.0,SE,NE,19.0,28.0,56.0,46.0,1016.8,1013.2,4.0,4.0,23.9,26.4,No,No
49543,2010-05-15,Batna,17.3,27.9,0.0,7.6,9.5,NE,30.0,SE,NE,9.0,22.0,54.0,46.0,1015.3,1011.8,6.0,4.0,24.0,25.9,No,No
49544,2010-05-16,Oran,17.7,27.8,0.0,6.0,7.7,E,35.0,SE,ENE,9.0,15.0,59.0,65.0,1015.1,1012.6,6.0,7.0,24.3,25.9,No,No
49545,2010-05-17,Batna,20.6,24.0,0.0,6.0,0.2,SSW,26.0,SW,SSE,15.0,4.0,66.0,64.0,1015.8,1013.2,7.0,7.0,20.8,23.2,No,No
49546,2010-05-18,Oran,18.8,27.3,0.0,2.0,7.8,ENE,39.0,ESE,ENE,13.0,30.0,69.0,53.0,1015.9,1013.0,6.0,2.0,22.1,25.0,No,No
49547,2010-05-19,Oran,14.5,27.1,0.0,5.0,10.6,ENE,37.0,SE,NE,11.0,26.0,51.0,37.0,1018.1,1015.3,0.0,1.0,22.4,25.1,No,No
49548,2010-05-20,Oran,13.6,26.9,0.0,7.4,7.0,ESE,28.0,SE,ENE,7.0,17.0,50.0,53.0,1018.4,1014.5,4.0,7.0,22.3,24.3,No,No
49549,2010-05-21,Annaba,18.4,26.2,0.0,5.2,3.2,NE,19.0,SW,ENE,4.0,13.0,63.0,60.0,1016.3,1013.1,7.0,7.0,23.9,24.8,No,No
49550,2010-05-22,Batna,16.1,28.2,0.0,3.2,10.8,ENE,33.0,SSW,ENE,9.0,26.0,56.0,59.0,1015.5,1011.6,1.0,2.0,24.1,26.3,No,No
49551,2010-05-23,Blida,20.4,28.1,0.0,5.0,9.5,ESE,35.0,SE,ENE,13.0,22.0,67.0,59.0,1016.0,1013.1,7.0,3.0,24.2,26.4,No,No
49552,2010-05-24,Skikda,18.2,28.5,0.0,5.4,7.6,ENE,33.0,SE,ENE,13.0,26.0,77.0,60.0,1016.3,1013.0,7.0,3.0,23.1,26.4,No,No
